!RNX Dual-Polarized Feed Calibration Data
!Created: 20250709T114702ZZ
!Operator: SYSTEM
!Equipment:
!  Signal_Generator: DEFAULT_SG_SN:SN00000
!  Spectrum_Analyzer: DEFAULT_SA_SN:SN00000
!  Antenna: DEFAULT_ANT_SN:SN00000
!Environment: 25.0C, 50.0%RH
!Frequency:
!  Start: 8 GHz
!  Stop: 40 GHz
!  Step: 0.01 GHz
!  Points: 3201
!Data Columns:
!  1: Frequency(GHz)
!  2: X_Theta(dB)
!  3: X_Phi(dB)
!  4: Ku_Theta(dB)
!  5: Ku_Phi(dB)
!  6: K_Theta(dB)
!  7: K_Phi(dB)
!  8: Ka_Theta(dB)
!  9: Ka_Phi(dB)
Frequency(GHz),X_Theta,X_Phi,Ku_Theta,Ku_Phi,K_Theta,K_Phi,Ka_Theta,Ka_Phi
15.430,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
15.440,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
15.450,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
15.460,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
15.470,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
15.480,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
15.490,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
15.500,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
15.510,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
15.520,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
15.530,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
15.540,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
15.550,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
15.560,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
15.570,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
15.580,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
15.590,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
15.600,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
15.610,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
15.620,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
15.630,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
15.640,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
15.650,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
15.660,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
15.670,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
15.680,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
15.690,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
15.700,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
15.710,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
15.720,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
15.730,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
15.740,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
15.750,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
15.760,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
15.770,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
15.780,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
15.790,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
15.800,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
15.810,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
15.820,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
15.830,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
15.840,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
15.850,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
15.860,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
15.870,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
15.880,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
15.890,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
15.900,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
15.910,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
15.920,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
15.930,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
15.940,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
15.950,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
15.960,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
15.970,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
15.980,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
15.990,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
16.000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
16.010,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
16.020,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
16.030,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
16.040,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
16.050,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
16.060,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
16.070,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
16.080,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
16.090,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
16.100,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
16.110,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
16.120,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
16.130,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
16.140,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
16.150,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
16.160,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
16.170,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
16.180,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
16.190,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
16.200,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
16.210,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
16.220,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
16.230,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
16.240,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
16.250,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
16.260,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
16.270,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
16.280,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
16.290,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
16.300,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
16.310,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
16.320,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
16.330,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
16.340,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
16.350,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
16.360,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
16.370,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
16.380,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
16.390,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
16.400,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
16.410,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
16.420,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
16.430,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
16.440,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
16.450,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
16.460,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
16.470,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
16.480,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
16.490,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
16.500,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
16.510,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
16.520,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
16.530,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
16.540,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
16.550,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
16.560,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
16.570,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
16.580,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
16.590,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
16.600,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
16.610,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
16.620,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
16.630,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
16.640,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
16.650,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
16.660,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
16.670,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
16.680,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
16.690,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
16.700,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
16.710,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
16.720,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
16.730,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
16.740,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
16.750,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
16.760,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
16.770,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
16.780,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
16.790,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
16.800,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
16.810,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
16.820,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
16.830,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
16.840,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
16.850,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
16.860,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
16.870,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
16.880,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
16.890,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
16.900,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
16.910,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
16.920,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
16.930,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
16.940,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
16.950,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
16.960,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
16.970,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
16.980,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
16.990,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
17.000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
17.010,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
17.020,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
17.030,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
17.040,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
17.050,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
17.060,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
17.070,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
17.080,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
17.090,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
17.100,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
17.110,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
17.120,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
17.130,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
17.140,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
17.150,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
17.160,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
17.170,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
17.180,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
17.190,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
17.200,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
17.210,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
17.220,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
17.230,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
17.240,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
17.250,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
17.260,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
17.270,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
17.280,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
17.290,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
17.300,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
17.310,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
17.320,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
17.330,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
17.340,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
17.350,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
17.360,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
17.370,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
17.380,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
17.390,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
17.400,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
17.410,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
17.420,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
17.430,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
17.440,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
17.450,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
17.460,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
17.470,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
17.480,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
17.490,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
17.500,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
17.510,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
17.520,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
17.530,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
17.540,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
17.550,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
17.560,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
17.570,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
17.580,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
17.590,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
17.600,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
17.610,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
17.620,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
17.630,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
17.640,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
17.650,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
17.660,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
17.670,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
17.680,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
17.690,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
17.700,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
17.710,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
17.720,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
17.730,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
17.740,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
17.750,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
17.760,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
17.770,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
17.780,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
17.790,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
17.800,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
17.810,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
17.820,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
17.830,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
17.840,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
17.850,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
17.860,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
17.870,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
17.880,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
17.890,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
17.900,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
17.910,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
17.920,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
17.930,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
17.940,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
17.950,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
17.960,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
17.970,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
17.980,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
17.990,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
18.000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
18.010,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
18.020,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
18.030,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
18.040,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
18.050,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
18.060,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
18.070,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
18.080,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
18.090,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
18.100,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
18.110,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
18.120,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
18.130,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
18.140,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
18.150,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
18.160,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
18.170,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
18.180,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
18.190,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
18.200,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
18.210,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
18.220,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
18.230,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
18.240,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
18.250,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
18.260,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
18.270,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
18.280,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
18.290,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
18.300,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
18.310,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
18.320,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
18.330,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
18.340,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
18.350,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
18.360,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
18.370,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
18.380,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
18.390,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
18.400,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
18.410,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
18.420,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
18.430,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
18.440,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
18.450,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
18.460,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
18.470,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
18.480,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
18.490,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
18.500,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
18.510,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
18.520,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
18.530,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
18.540,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
18.550,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
18.560,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
18.570,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
18.580,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
18.590,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
18.600,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
18.610,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
18.620,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
18.630,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
18.640,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
18.650,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
18.660,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
18.670,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
18.680,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
18.690,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
18.700,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
18.710,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
18.720,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
18.730,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
18.740,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
18.750,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
18.760,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
18.770,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
18.780,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
18.790,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
18.800,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
18.810,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
18.820,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
18.830,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
18.840,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
18.850,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
18.860,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
18.870,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
18.880,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
18.890,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
18.900,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
18.910,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
18.920,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
18.930,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
18.940,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
18.950,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
18.960,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
18.970,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
18.980,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
18.990,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
19.000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
19.010,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
19.020,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
19.030,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
19.040,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
19.050,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
19.060,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
19.070,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
19.080,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
19.090,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
19.100,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
19.110,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
19.120,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
19.130,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
19.140,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
19.150,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
19.160,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
19.170,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
19.180,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
19.190,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
